@RELATION Optical_recognition
@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE a51 REAL
@ATTRIBUTE a52 REAL
@ATTRIBUTE a53 REAL
@ATTRIBUTE a54 REAL
@ATTRIBUTE a55 REAL
@ATTRIBUTE a56 REAL
@ATTRIBUTE a57 REAL
@ATTRIBUTE a58 REAL
@ATTRIBUTE a59 REAL
@ATTRIBUTE a60 REAL
@ATTRIBUTE a61 REAL
@ATTRIBUTE a62 REAL
@ATTRIBUTE a63 REAL
@ATTRIBUTE a64 REAL
@ATTRIBUTE class 	{0,1,2,3,4,5,6,7,8,9}
@DATA
0.0,0.0,5.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,13.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0,3.0,11.0,14.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,7.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,6.0,0.0,0.0,0.0,4.0,15.0,16.0,10.0,0.0,0.0,9
0.0,0.0,3.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,15.0,8.0,12.0,13.0,3.0,0.0,0.0,2.0,16.0,2.0,0.0,7.0,12.0,0.0,0.0,0.0,13.0,9.0,4.0,9.0,15.0,0.0,0.0,0.0,3.0,13.0,16.0,15.0,5.0,0.0,6
0.0,0.0,0.0,0.0,10.0,13.0,7.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,11.0,0.0,0.0,0.0,4.0,14.0,16.0,16.0,7.0,0.0,0.0,3.0,14.0,16.0,16.0,16.0,4.0,0.0,0.0,7.0,16.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,2.0,13.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,1.0,0.0,1
0.0,0.0,9.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,13.0,10.0,0.0,0.0,2.0,15.0,16.0,16.0,12.0,4.0,0.0,0.0,3.0,13.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,7
0.0,0.0,13.0,16.0,12.0,7.0,0.0,0.0,0.0,4.0,16.0,15.0,12.0,12.0,3.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,14.0,0.0,0.0,0.0,0.0,1.0,9.0,14.0,16.0,0.0,0.0,0.0,0.0,1.0,13.0,16.0,10.0,0.0,0.0,0.0,5
0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,4.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,1.0,0.0,0.0,0.0,2.0,16.0,14.0,16.0,5.0,1.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,5.0,8.0,11.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,4
0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,1.0,1.0,0.0,0.0,6.0,16.0,16.0,16.0,15.0,9.0,0.0,0.0,7.0,15.0,16.0,16.0,10.0,1.0,0.0,0.0,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,0.0,0.0,4
0.0,0.0,7.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,9.0,2.0,0.0,0.0,5.0,14.0,16.0,15.0,11.0,4.0,0.0,0.0,5.0,7.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,7
0.0,2.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,13.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,14.0,6.0,0.0,0.0,1.0,16.0,16.0,16.0,12.0,7.0,0.0,2
0.0,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,15.0,9.0,1.0,0.0,0.0,0.0,6.0,14.0,13.0,15.0,3.0,0.0,0.0,0.0,1.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,7.0,16.0,14.0,0.0,0.0,0.0,0.0,1.0,15.0,9.0,16.0,5.0,0.0,0.0,0.0,2.0,13.0,13.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,5.0,0.0,0.0,8
0.0,2.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,9.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,14.0,14.0,16.0,5.0,0.0,0.0,2.0,14.0,16.0,13.0,9.0,1.0,0.0,2
0.0,0.0,4.0,14.0,16.0,4.0,0.0,0.0,0.0,3.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,8.0,16.0,12.0,16.0,7.0,0.0,0.0,0.0,3.0,5.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,12.0,5.0,1.0,0.0,0.0,0.0,4.0,16.0,16.0,15.0,4.0,0.0,2
0.0,3.0,11.0,15.0,12.0,7.0,1.0,0.0,0.0,4.0,16.0,13.0,11.0,9.0,6.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,7.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,13.0,6.0,0.0,0.0,0.0,0.0,5
0.0,4.0,13.0,9.0,8.0,3.0,0.0,0.0,0.0,5.0,16.0,14.0,12.0,12.0,6.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,14.0,0.0,0.0,0.0,0.0,4.0,14.0,14.0,3.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,4.0,0.0,0.0,0.0,0.0,8.0,15.0,16.0,10.0,1.0,0.0,0.0,4.0,16.0,14.0,16.0,16.0,11.0,0.0,0.0,7.0,16.0,13.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,4
0.0,0.0,3.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,8.0,16.0,11.0,15.0,1.0,0.0,0.0,0.0,2.0,14.0,16.0,15.0,2.0,0.0,0.0,0.0,6.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,15.0,11.0,10.0,12.0,0.0,0.0,0.0,1.0,16.0,11.0,11.0,15.0,0.0,0.0,0.0,0.0,5.0,13.0,15.0,7.0,0.0,0.0,8
0.0,0.0,2.0,16.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,16.0,6.0,0.0,0.0,0.0,0.0,13.0,8.0,9.0,13.0,0.0,0.0,0.0,0.0,12.0,10.0,7.0,16.0,0.0,0.0,0.0,0.0,3.0,13.0,15.0,10.0,0.0,0.0,8
0.0,0.0,0.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,4.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,1.0,0.0,0.0,0.0,3.0,16.0,16.0,15.0,4.0,2.0,0.0,0.0,10.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,1.0,7.0,14.0,13.0,6.0,5.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,4
0.0,0.0,7.0,16.0,11.0,1.0,0.0,0.0,0.0,1.0,15.0,12.0,12.0,12.0,0.0,0.0,0.0,2.0,16.0,2.0,6.0,16.0,2.0,0.0,0.0,1.0,16.0,6.0,6.0,16.0,6.0,0.0,0.0,0.0,7.0,16.0,15.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,3.0,3.0,6.0,16.0,5.0,0.0,0.0,0.0,8.0,16.0,14.0,6.0,0.0,0.0,9
0.0,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,8.0,0.0,0.0,0.0,2.0,16.0,7.0,4.0,15.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,13.0,7.0,0.0,0.0,4.0,16.0,1.0,0.0,10.0,8.0,0.0,0.0,4.0,16.0,5.0,1.0,12.0,11.0,0.0,0.0,1.0,15.0,14.0,13.0,16.0,3.0,0.0,0.0,0.0,3.0,12.0,13.0,5.0,0.0,0.0,0
0.0,0.0,0.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,5.0,16.0,13.0,15.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,1.0,0.0,0.0,0.0,7.0,16.0,15.0,10.0,0.0,0.0,0.0,1.0,16.0,8.0,2.0,14.0,5.0,0.0,0.0,0.0,12.0,10.0,4.0,12.0,7.0,0.0,0.0,0.0,2.0,11.0,16.0,13.0,3.0,0.0,8
0.0,0.0,3.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,16.0,6.0,0.0,0.0,0.0,6.0,16.0,0.0,6.0,16.0,6.0,0.0,0.0,5.0,16.0,11.0,14.0,16.0,4.0,0.0,0.0,0.0,8.0,10.0,12.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.0,1.0,0.0,0.0,0.0,8.0,10.0,10.0,16.0,2.0,0.0,0.0,0.0,2.0,13.0,14.0,7.0,0.0,0.0,9
0.0,0.0,5.0,14.0,15.0,2.0,0.0,0.0,0.0,0.0,13.0,14.0,9.0,10.0,0.0,0.0,0.0,0.0,15.0,8.0,2.0,15.0,3.0,0.0,0.0,0.0,11.0,12.0,9.0,14.0,2.0,0.0,0.0,0.0,7.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0,13.0,14.0,16.0,4.0,0.0,0.0,0.0,3.0,15.0,8.0,14.0,10.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,8.0,0.0,0.0,8
0.0,0.0,4.0,11.0,15.0,8.0,0.0,0.0,0.0,0.0,13.0,16.0,11.0,13.0,7.0,0.0,0.0,3.0,16.0,12.0,0.0,4.0,8.0,0.0,0.0,6.0,16.0,5.0,0.0,4.0,8.0,0.0,0.0,7.0,9.0,0.0,0.0,9.0,7.0,0.0,0.0,4.0,10.0,0.0,2.0,15.0,2.0,0.0,0.0,1.0,16.0,12.0,14.0,10.0,0.0,0.0,0.0,0.0,4.0,14.0,14.0,1.0,0.0,0.0,0
0.0,0.0,0.0,13.0,15.0,8.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,16.0,4.0,0.0,0.0,1
0.0,0.0,6.0,14.0,8.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,14.0,4.0,0.0,0.0,0.0,11.0,5.0,0.0,11.0,4.0,0.0,0.0,0.0,4.0,6.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,8.0,8.0,4.0,0.0,0.0,0.0,7.0,14.0,14.0,14.0,13.0,0.0,2
0.0,0.0,10.0,16.0,10.0,1.0,0.0,0.0,0.0,6.0,14.0,6.0,16.0,3.0,0.0,0.0,0.0,5.0,4.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,9.0,8.0,8.0,15.0,6.0,0.0,0.0,0.0,9.0,15.0,15.0,9.0,0.0,0.0,3
0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,4.0,4.0,0.0,0.0,4.0,15.0,2.0,3.0,15.0,9.0,0.0,0.0,2.0,15.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,2.0,8.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,4
0.0,0.0,6.0,8.0,12.0,14.0,0.0,0.0,0.0,5.0,16.0,15.0,12.0,7.0,0.0,0.0,0.0,8.0,16.0,13.0,4.0,0.0,0.0,0.0,0.0,2.0,11.0,8.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,1.0,9.0,8.0,12.0,14.0,1.0,0.0,0.0,0.0,10.0,15.0,12.0,3.0,0.0,0.0,5
0.0,0.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,14.0,16.0,13.0,2.0,0.0,0.0,3.0,16.0,9.0,1.0,4.0,12.0,0.0,0.0,0.0,14.0,10.0,5.0,11.0,11.0,0.0,0.0,0.0,3.0,13.0,15.0,8.0,0.0,0.0,6
0.0,0.0,6.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,6.0,10.0,8.0,14.0,16.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,8.0,0.0,0.0,0.0,2.0,10.0,14.0,15.0,6.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0,7
0.0,0.0,1.0,10.0,13.0,13.0,1.0,0.0,0.0,1.0,13.0,10.0,4.0,14.0,4.0,0.0,0.0,8.0,13.0,0.0,7.0,12.0,0.0,0.0,0.0,2.0,12.0,14.0,15.0,2.0,0.0,0.0,0.0,0.0,5.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,13.0,3.0,0.0,0.0,0.0,8.0,8.0,0.0,13.0,4.0,0.0,0.0,0.0,1.0,11.0,16.0,16.0,2.0,0.0,8
0.0,0.0,6.0,12.0,13.0,5.0,0.0,0.0,0.0,2.0,16.0,9.0,8.0,15.0,2.0,0.0,0.0,8.0,12.0,0.0,3.0,15.0,8.0,0.0,0.0,4.0,15.0,12.0,16.0,13.0,1.0,0.0,0.0,0.0,2.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,14.0,0.0,0.0,0.0,9
0.0,0.0,4.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,7.0,0.0,0.0,0.0,3.0,16.0,9.0,6.0,15.0,6.0,0.0,0.0,8.0,14.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,12.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,14.0,10.0,12.0,14.0,1.0,0.0,0.0,0.0,7.0,15.0,11.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,7.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,4.0,0.0,0.0,0.0,1.0,13.0,12.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,1
0.0,0.0,10.0,16.0,11.0,0.0,0.0,0.0,0.0,8.0,15.0,10.0,15.0,2.0,0.0,0.0,0.0,11.0,11.0,2.0,16.0,5.0,0.0,0.0,0.0,7.0,5.0,6.0,16.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,8.0,10.0,5.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,15.0,0.0,2
0.0,0.0,6.0,15.0,16.0,10.0,0.0,0.0,0.0,3.0,16.0,11.0,15.0,10.0,0.0,0.0,0.0,4.0,10.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,16.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,16.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,3.0,9.0,12.0,16.0,5.0,0.0,0.0,0.0,9.0,16.0,16.0,8.0,0.0,0.0,3
0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,1.0,4.0,0.0,0.0,6.0,16.0,10.0,9.0,15.0,14.0,0.0,0.0,9.0,16.0,16.0,16.0,16.0,4.0,0.0,0.0,2.0,8.0,12.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,0.0,0.0,4
0.0,0.0,15.0,16.0,16.0,15.0,9.0,0.0,0.0,6.0,16.0,13.0,12.0,12.0,11.0,2.0,0.0,3.0,15.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,0.0,0.0,0.0,5
0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,16.0,6.0,0.0,0.0,1.0,16.0,11.0,4.0,7.0,12.0,0.0,0.0,0.0,11.0,12.0,5.0,13.0,9.0,0.0,0.0,0.0,1.0,12.0,15.0,11.0,2.0,0.0,6
0.0,0.0,4.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,15.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,4.0,7.0,15.0,13.0,7.0,0.0,0.0,6.0,16.0,16.0,15.0,10.0,3.0,0.0,0.0,1.0,4.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,7
0.0,0.0,2.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,12.0,7.0,1.0,13.0,4.0,0.0,0.0,3.0,16.0,0.0,8.0,12.0,0.0,0.0,0.0,4.0,16.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,15.0,2.0,0.0,0.0,0.0,0.0,8.0,7.0,13.0,4.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,3.0,0.0,0.0,8
0.0,0.0,4.0,14.0,16.0,15.0,1.0,0.0,0.0,5.0,16.0,8.0,4.0,16.0,7.0,0.0,0.0,8.0,13.0,0.0,4.0,16.0,12.0,0.0,0.0,7.0,16.0,15.0,16.0,13.0,3.0,0.0,0.0,0.0,6.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,9
0.0,0.0,5.0,15.0,12.0,8.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,13.0,3.0,0.0,0.0,5.0,16.0,9.0,0.0,8.0,4.0,0.0,0.0,4.0,13.0,1.0,0.0,4.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,14.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,12.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,4.0,14.0,15.0,4.0,0.0,0.0,0
0.0,0.0,0.0,4.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,1.0,0.0,0.0,0.0,3.0,14.0,16.0,13.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,5.0,0.0,0.0,0.0,3.0,15.0,16.0,16.0,4.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,2.0,8.0,15.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,12.0,0.0,0.0,1
0.0,1.0,13.0,16.0,16.0,4.0,0.0,0.0,0.0,9.0,15.0,6.0,13.0,8.0,0.0,0.0,0.0,5.0,10.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,13.0,8.0,8.0,5.0,0.0,0.0,1.0,10.0,14.0,16.0,16.0,16.0,0.0,2
0.0,0.0,8.0,14.0,14.0,4.0,0.0,0.0,0.0,5.0,12.0,4.0,7.0,12.0,0.0,0.0,0.0,4.0,2.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,3.0,4.0,4.0,13.0,7.0,0.0,0.0,0.0,11.0,16.0,15.0,5.0,0.0,0.0,3
0.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,5.0,0.0,1.0,2.0,0.0,0.0,6.0,16.0,2.0,1.0,13.0,10.0,0.0,0.0,7.0,16.0,9.0,15.0,13.0,0.0,0.0,0.0,2.0,9.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,4
0.0,0.0,11.0,7.0,12.0,15.0,1.0,0.0,0.0,1.0,16.0,14.0,9.0,6.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,15.0,15.0,5.0,0.0,0.0,0.0,1.0,6.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,10.0,4.0,13.0,8.0,0.0,0.0,0.0,0.0,12.0,16.0,10.0,1.0,0.0,0.0,5
