1 7 13
153 400 23
154 158 21
154 159 17
154 161 21
154 164 13
154 166 16
154 168 17
154 169 17
154 170 21
154 174 18
154 177 21
154 178 16
154 180 24
154 188 20
154 191 13
155 157 21
155 158 15
155 159 22
155 162 23
155 165 18
155 169 16
155 177 15
155 179 17
155 186 16
156 171 14
156 172 23
156 176 10
156 193 15
156 198 10
156 302 17
156 323 20
156 327 16
156 345 15
156 354 27
156 366 25
156 368 18
156 374 20
156 375 18
156 376 23
156 378 14
156 384 15
156 393 12
156 397 15
157 159 16
157 165 24
157 179 25
157 186 21
157 196 19
157 200 19
158 159 20
158 170 19
158 177 29
158 180 17
158 184 21
158 188 22
158 189 23
159 164 18
159 165 18
159 168 21
159 169 23
159 170 25
159 177 20
159 178 19
159 186 19
159 191 15
160 194 20
160 195 17
160 199 18
160 201 14
160 203 19
160 208 20
160 212 12
160 221 23
160 255 11
160 270 20
160 294 12
160 316 17
161 164 15
161 166 16
161 167 18
161 168 18
161 169 17
161 170 18
161 174 26
161 175 13
161 178 19
161 180 20
161 182 16
161 191 19
161 192 18
162 163 22
162 189 21
162 197 16
163 184 20
163 189 27
164 165 20
164 168 25
164 169 24
164 170 21
164 173 18
164 174 17
164 176 13
164 178 25
164 182 17
164 186 23
164 190 18
164 191 24
165 168 18
165 169 20
165 170 17
165 178 17
165 179 22
165 186 26
165 190 20
165 196 19
165 200 19
166 174 13
166 175 13
166 180 21
166 181 14
166 188 17
167 173 16
167 174 19
167 175 19
167 176 14
167 181 13
167 182 22
167 191 17
167 192 28
167 198 19
167 361 11
167 388 11
167 393 15
168 169 27
168 170 25
168 173 14
168 174 19
168 178 27
168 180 14
168 186 21
168 191 22
169 170 25
169 174 17
169 178 25
169 186 23
169 191 21
170 174 16
170 177 19
170 178 23
170 180 17
170 186 19
170 191 18
171 172 19
171 173 18
171 176 23
171 182 14
171 190 16
171 193 28
171 196 15
171 198 12
171 200 14
171 354 15
171 366 10
171 368 13
171 393 12
172 176 14
172 193 20
172 198 12
172 323 14
172 354 23
172 366 20
172 368 19
172 374 18
172 375 14
172 376 18
172 378 14
172 393 14
173 174 15
173 176 24
173 178 16
173 182 23
173 190 19
173 191 19
173 192 17
173 193 18
173 196 16
173 198 13
173 200 16
174 175 13
174 178 21
174 180 17
174 182 19
174 191 22
174 192 20
175 181 23
175 182 12
175 192 18
175 195 12
175 198 15
175 361 14
175 388 14
175 393 11
176 182 20
176 190 16
176 191 14
176 192 15
176 193 23
176 196 14
176 198 17
176 200 14
176 354 11
176 393 15
177 180 17
177 184 21
177 188 22
177 189 23
178 180 13
178 182 17
178 186 20
178 191 24
179 183 21
179 190 20
179 196 22
179 200 23
180 188 21
181 192 12
181 195 17
181 361 15
181 388 15
182 191 21
182 192 23
182 193 14
182 198 17
182 393 14
183 190 21
183 196 25
183 200 25
184 188 27
184 189 21
185 187 25
186 190 19
186 191 19
186 200 17
188 189 20
190 193 15
190 196 25
190 200 25
191 192 18
192 198 18
192 361 10
192 388 10
192 393 14
193 196 14
193 198 12
193 200 13
193 354 16
193 366 11
193 368 14
193 374 10
193 376 9
193 393 13
194 195 20
194 203 10
194 208 13
194 221 14
194 270 29
195 199 20
195 208 17
195 221 17
195 264 15
195 270 20
195 316 17
195 361 16
195 388 16
196 200 28
198 199 10
198 320 11
198 354 12
198 361 16
198 375 10
198 388 16
198 393 25
199 201 15
199 203 17
199 208 23
199 212 12
199 221 21
199 264 23
199 316 24
199 320 13
199 361 23
199 388 23
199 393 11
201 203 22
201 208 21
201 212 26
201 221 20
201 254 14
201 255 20
201 262 14
201 264 17
201 282 17
201 285 15
201 316 19
201 326 14
201 361 10
201 391 20
202 210 21
202 213 24
202 219 26
202 222 17
202 225 14
202 227 27
202 231 13
202 232 22
202 234 20
202 237 13
202 238 24
202 243 19
202 245 25
202 251 19
202 252 21
202 253 14
202 257 17
202 259 16
202 260 18
202 265 19
202 267 16
202 290 20
202 293 20
202 295 17
202 298 16
202 313 21
202 356 18
202 363 22
202 367 20
202 381 20
203 208 23
203 212 21
203 221 24
203 239 9
203 255 19
203 262 12
203 264 17
203 270 10
203 282 12
203 285 11
203 294 17
203 316 19
203 391 18
204 209 22
204 215 16
204 226 27
204 235 22
204 236 23
204 244 13
204 248 27
204 258 25
204 277 27
204 284 18
204 286 16
204 288 22
204 300 24
205 206 27
205 209 12
205 215 21
205 216 22
205 217 22
205 233 14
205 236 15
205 240 19
205 241 19
205 242 24
205 243 15
205 251 21
205 253 18
205 259 23
205 261 19
205 267 18
205 268 26
205 269 19
205 272 25
205 289 20
205 290 14
205 291 28
205 292 26
205 293 18
205 298 19
205 356 17
206 215 19
206 216 24
206 217 20
206 232 16
206 233 13
206 234 18
206 240 21
206 241 21
206 242 22
206 243 15
206 245 16
206 251 22
206 253 20
206 259 25
206 260 19
206 261 19
206 267 18
206 268 27
206 269 17
206 272 26
206 274 20
206 289 22
206 290 14
206 291 28
206 292 28
206 293 20
206 298 21
206 356 18
207 209 18
207 210 20
207 218 21
207 222 26
207 223 14
207 230 25
207 233 21
207 239 16
207 243 19
207 247 22
207 257 23
207 261 16
207 262 11
207 267 17
207 275 21
207 276 21
207 288 18
207 290 20
207 295 23
207 300 16
207 356 16
207 367 14
207 381 20
208 212 18
208 221 26
208 255 13
208 264 21
208 270 13
208 282 9
208 316 24
208 320 10
208 361 17
208 388 17
208 391 13
209 215 18
209 217 17
209 218 21
209 222 17
209 230 19
209 233 23
209 236 23
209 242 15
209 243 15
209 247 22
209 248 23
209 258 26
209 261 17
209 267 17
209 269 20
209 275 23
209 276 23
209 284 17
209 288 22
209 290 14
209 300 23
210 213 20
210 219 21
210 222 22
210 227 19
210 229 13
210 230 17
210 232 17
210 233 16
210 238 18
210 243 23
210 245 21
210 251 16
210 252 20
210 257 25
210 261 19
210 265 17
210 267 20
210 276 13
210 281 13
210 290 24
210 293 16
210 295 25
210 356 21
210 363 19
210 367 20
210 381 24
211 214 28
211 225 17
211 227 19
211 231 15
211 232 19
211 234 20
211 237 15
211 238 20
211 240 17
211 241 18
211 249 17
211 253 19
211 260 21
211 263 18
211 271 12
211 274 18
211 280 26
211 289 17
211 293 17
211 298 19
211 313 25
211 334 19
211 357 10
212 221 17
212 224 12
212 254 16
212 255 22
212 256 14
212 262 16
212 264 15
212 279 13
212 282 20
212 285 17
212 316 17
212 326 16
212 387 12
212 391 22
213 219 26
213 225 19
213 227 24
213 229 19
213 231 18
213 232 18
213 234 16
213 237 18
213 238 24
213 245 21
213 251 15
213 252 25
213 256 15
213 257 17
213 260 14
213 265 24
213 279 18
213 281 20
213 290 16
213 293 16
213 295 17
213 298 12
213 313 19
213 363 27
213 367 23
213 381 20
214 219 17
214 225 18
214 227 19
214 231 16
214 232 19
214 234 20
214 237 16
214 238 20
214 241 17
214 249 18
214 253 18
214 260 20
214 263 19
214 265 15
214 271 13
214 274 17
214 280 25
214 283 13
214 289 16
214 298 18
214 313 25
214 334 20
214 357 11
215 217 28
215 236 22
215 242 26
215 248 16
215 250 20
215 258 19
215 268 19
215 269 26
215 272 20
215 286 26
215 291 20
215 292 18
216 232 19
216 234 21
216 240 26
216 241 26
216 242 17
216 251 22
216 253 25
216 259 26
216 260 23
216 266 23
216 268 24
216 272 23
216 274 25
216 280 17
216 289 27
216 291 23
216 292 25
216 293 22
216 298 25
217 236 21
217 242 27
217 248 15
217 250 21
217 258 18
217 268 20
217 269 26
217 272 21
217 286 25
217 291 21
217 292 19
218 220 17
218 222 18
218 223 17
218 230 24
218 233 19
218 236 15
218 239 16
218 244 13
218 247 28
218 248 21
218 258 18
218 273 18
218 275 27
218 276 27
218 284 22
218 288 26
218 300 23
219 225 17
219 227 27
219 229 16
219 231 16
219 232 21
219 234 19
219 237 16
219 238 26
219 243 17
219 245 23
219 251 17
219 252 22
219 257 17
219 259 14
219 260 17
219 265 22
219 281 17
219 290 18
219 293 18
219 295 17
219 298 15
219 313 21
219 356 16
219 363 24
219 367 21
219 381 20
220 223 19
220 228 17
220 230 15
220 239 16
220 244 21
220 247 16
220 273 28
220 275 15
220 276 15
220 284 21
220 288 16
220 294 13
220 296 17
220 300 13
221 255 14
221 264 19
221 270 14
221 294 13
221 316 22
221 361 15
221 391 13
222 230 23
222 233 22
222 239 14
222 243 22
222 247 19
222 252 13
222 257 23
222 261 18
222 267 19
222 275 19
222 276 19
222 288 16
222 290 23
222 295 22
222 356 19
222 367 15
222 381 20
223 230 17
223 239 26
223 247 17
223 255 15
223 262 18
223 273 19
223 275 16
223 276 16
223 284 16
223 285 12
223 294 13
223 295 14
223 296 9
223 391 13
224 225 22
224 229 21
224 231 24
224 237 24
224 249 19
224 252 17
224 254 24
224 256 27
224 263 20
224 265 19
224 279 22
224 281 22
224 282 21
224 283 21
224 285 21
224 326 20
224 334 19
224 363 17
224 367 17
224 372 25
224 387 20
224 391 14
225 227 16
225 229 19
225 231 27
225 237 27
225 238 19
225 249 22
225 252 20
225 254 17
225 256 20
225 263 24
225 265 23
225 279 18
225 280 14
225 281 21
225 283 20
225 313 20
225 334 23
225 363 20
225 367 19
225 372 21
226 235 24
226 236 22
226 248 25
226 258 23
226 277 28
226 286 15
226 300 22
227 231 15
227 232 23
227 234 21
227 237 15
227 238 26
227 243 17
227 245 24
227 251 18
227 252 20
227 253 16
227 257 15
227 259 15
227 260 19
227 265 20
227 290 18
227 293 20
227 295 15
227 298 17
227 313 23
227 356 16
227 363 22
227 367 19
227 381 18
228 244 21
228 273 16
228 284 12
228 296 18
229 231 21
229 237 20
229 238 16
229 239 15
229 252 21
229 254 19
229 255 15
229 256 23
229 257 16
229 262 20
229 265 22
229 279 28
229 281 27
229 282 20
229 285 23
229 295 16
229 363 21
229 367 21
229 372 18
229 381 18
229 391 17
230 233 21
230 239 17
230 243 18
230 247 25
230 257 19
230 261 16
230 267 16
230 273 16
230 275 25
230 276 25
230 284 18
230 288 22
230 290 18
230 295 19
230 300 20
230 356 15
230 381 16
231 237 28
231 238 17
231 249 21
231 252 20
231 254 19
231 256 22
231 263 23
231 265 23
231 279 20
231 281 23
231 282 16
231 283 22
231 285 17
231 313 18
231 334 21
231 363 20
231 367 20
231 372 23
231 381 14
232 234 27
232 238 21
232 241 21
232 243 16
232 245 25
232 251 23
232 252 14
232 253 21
232 259 20
232 260 25
232 265 14
232 267 13
232 280 19
232 289 21
232 290 17
232 293 25
232 298 23
232 313 22
232 356 15
232 363 16
232 367 13
233 236 19
233 242 16
233 243 21
233 247 20
233 251 12
233 257 16
233 261 23
233 267 23
233 269 20
233 275 21
233 276 21
233 288 18
233 290 20
233 291 13
233 295 15
233 300 19
233 356 21
233 381 13
234 238 19
234 241 23
234 243 14
234 245 23
234 251 23
234 252 12
234 253 23
234 259 22
234 260 27
234 265 12
234 267 13
234 274 22
234 280 20
234 289 23
234 290 15
234 292 18
234 293 26
234 298 25
234 313 21
234 356 15
234 363 14
235 277 23
235 297 15
236 242 19
236 247 16
236 248 23
236 258 26
236 269 24
236 275 17
236 276 17
236 277 21
236 286 22
236 288 18
236 291 14
236 300 21
237 238 17
237 249 22
237 252 20
237 254 19
237 256 22
237 263 24
237 265 23
237 279 19
237 281 22
237 283 22
237 285 16
237 313 18
237 334 22
237 363 20
237 367 20
237 372 23
237 381 14
237 387 16
238 245 21
238 251 15
238 252 21
238 253 16
238 257 14
238 259 12
238 260 18
238 265 22
238 280 18
238 281 17
238 293 17
238 295 14
238 298 16
238 313 24
238 363 23
238 367 19
238 381 17
239 247 16
239 255 14
239 257 16
239 262 21
239 273 16
239 275 15
239 276 15
239 279 15
239 282 13
239 285 15
239 294 12
239 295 16
239 381 14
239 391 15
240 241 27
240 246 21
240 253 27
240 259 24
240 260 23
240 266 25
240 268 21
240 272 20
240 274 28
240 280 20
240 289 27
240 291 20
240 292 22
240 298 25
241 245 17
241 251 22
241 253 28
241 259 25
241 260 25
241 266 23
241 268 21
241 272 20
241 274 28
241 280 20
241 289 28
241 291 20
241 292 22
241 293 22
241 298 27
241 313 17
242 250 22
242 258 16
242 259 18
242 261 19
242 267 18
242 268 22
242 269 24
242 272 23
242 286 23
242 291 23
242 292 21
242 356 16
243 245 20
243 251 19
243 257 19
243 259 16
243 261 25
243 267 26
243 276 14
243 290 28
243 291 14
243 293 17
243 295 19
243 298 14
243 356 26
243 367 14
243 381 18
244 248 13
244 273 21
244 277 15
244 284 20
244 288 15
244 296 16
244 300 14
245 251 23
245 252 17
245 253 17
245 257 17
245 259 20
245 260 21
245 261 16
245 265 16
245 267 17
245 289 17
245 290 21
245 293 24
245 295 17
245 298 19
245 313 20
245 356 19
245 363 19
245 367 16
245 381 17
246 266 22
246 271 14
246 274 21
246 280 21
246 357 10
246 364 23
247 248 20
247 257 16
247 258 19
247 273 17
247 275 28
247 276 28
247 284 21
247 288 25
247 300 23
248 258 26
248 269 18
248 275 21
248 276 21
248 277 26
248 284 19
248 286 16
248 288 24
248 300 26
249 254 15
249 263 27
249 271 13
249 280 14
249 283 23
249 313 15
249 326 13
249 334 27
249 346 6
249 357 16
249 369 4
249 372 19
249 377 9
249 387 16
250 266 18
250 268 22
250 269 18
250 272 23
250 278 23
250 286 21
250 287 23
250 297 26
251 253 22
251 259 25
251 260 22
251 261 18
251 267 18
251 268 20
251 289 22
251 290 19
251 291 21
251 292 21
251 293 26
251 298 24
251 313 16
251 356 20
252 256 17
252 257 18
252 265 26
252 279 20
252 281 22
252 285 15
252 290 15
252 293 12
252 295 18
252 313 16
252 363 27
252 367 27
252 381 21
253 259 24
253 260 25
253 266 23
253 268 20
253 272 19
253 274 28
253 280 21
253 289 27
253 291 19
253 292 21
253 293 22
253 298 27
253 313 18
254 256 25
254 262 17
254 263 16
254 265 15
254 279 20
254 281 20
254 282 24
254 283 20
254 285 23
254 326 22
254 332 7
254 372 24
254 387 21
254 391 17
255 262 21
255 279 16
255 282 19
255 285 20
255 294 18
255 296 7
255 391 26
256 262 17
256 263 18
256 265 19
256 279 24
256 281 24
256 282 23
256 283 19
256 285 23
256 326 18
256 363 17
256 367 17
256 372 23
256 387 18
256 391 16
257 261 15
257 262 14
257 265 15
257 267 16
257 276 15
257 279 15
257 281 15
257 290 20
257 295 28
257 356 17
257 363 16
257 367 20
257 381 26
258 269 21
258 275 20
258 276 20
258 277 23
258 284 16
258 286 19
258 288 21
258 300 24
259 260 23
259 261 17
259 267 17
259 268 24
259 272 23
259 274 24
259 289 25
259 290 15
259 291 24
259 292 25
259 293 24
259 298 25
259 313 14
259 356 19
260 268 18
260 274 24
260 280 21
260 289 25
260 292 19
260 293 24
260 298 27
260 313 20
260 356 14
260 363 12
261 267 28
261 268 17
261 269 18
261 276 15
261 290 24
261 291 18
261 292 18
261 293 15
261 295 15
261 356 26
262 279 21
262 281 18
262 282 21
262 285 23
262 294 10
262 295 15
262 381 14
262 391 22
263 265 18
263 271 11
263 280 15
263 283 22
263 313 17
263 326 13
263 334 27
263 357 14
263 372 20
263 377 7
263 387 15
264 316 25
264 320 17
264 326 10
264 351 7
264 361 19
264 388 19
264 393 10
265 279 21
265 281 23
265 285 16
265 295 15
265 313 18
265 363 26
265 367 24
265 381 18
266 268 22
266 272 21
266 274 24
266 278 24
266 289 23
266 292 21
266 364 20
267 269 17
267 276 15
267 290 25
267 291 17
267 292 17
267 293 16
267 295 16
267 298 14
267 356 27
267 381 15
268 269 17
268 272 28
268 274 20
268 289 22
268 291 27
268 292 28
268 298 20
269 272 18
269 275 15
269 276 15
269 286 23
269 288 14
269 291 18
269 292 16
269 300 16
271 280 13
271 299 19
271 334 12
271 338 13
271 340 14
271 344 14
271 346 16
271 348 11
271 357 23
271 364 14
271 373 20
271 377 15
271 394 14
272 274 19
272 286 19
272 289 21
272 291 26
272 292 27
273 275 16
273 276 16
273 284 22
273 288 17
273 294 12
273 296 16
273 300 14
274 280 21
274 289 27
274 291 19
274 292 21
274 293 21
274 298 26
275 276 29
275 284 21
275 288 26
275 300 24
276 284 21
276 288 26
276 290 14
276 295 15
276 300 24
276 356 13
277 284 19
277 286 14
277 288 21
277 300 23
278 287 29
278 297 21
278 364 18
279 281 26
279 282 21
279 285 24
279 295 15
279 363 20
279 367 20
279 372 18
279 381 17
279 391 18
280 289 19
280 298 21
280 313 23
280 334 16
280 357 10
281 282 19
281 283 17
281 285 21
281 295 15
281 363 22
281 367 22
281 372 20
281 381 17
281 391 15
282 283 15
282 285 25
282 326 18
282 372 19
282 387 17
282 391 22
283 326 19
283 332 8
283 334 22
283 357 13
283 369 5
283 372 24
283 377 9
283 387 22
283 399 8
284 288 24
284 296 10
284 300 21
285 326 16
285 363 15
285 367 15
285 372 18
285 391 22
286 297 22
287 297 21
287 364 18
288 300 26
289 291 21
289 292 23
289 293 22
289 298 27
289 313 16
290 293 18
290 295 20
290 356 25
290 367 15
290 381 19
291 292 27
291 298 20
291 356 17
292 293 20
292 298 21
292 356 17
293 298 24
293 313 18
293 356 18
293 363 14
294 296 17
294 391 15
295 356 17
295 363 16
295 367 20
295 381 26
298 313 18
298 356 16
299 301 22
299 311 19
299 318 16
299 321 18
299 338 22
299 340 23
299 344 24
299 346 24
299 348 19
299 357 20
299 369 15
299 373 28
299 377 21
299 382 15
299 394 23
301 308 21
301 311 23
301 317 15
301 318 23
301 321 25
301 330 15
301 338 27
301 340 27
301 343 22
301 344 27
301 346 21
301 348 24
301 355 23
301 357 13
301 358 16
301 362 15
301 373 21
301 377 16
301 382 20
301 386 21
301 390 14
301 394 27
302 304 16
302 320 16
302 323 22
302 324 20
302 329 19
302 332 18
302 341 19
302 351 19
302 353 17
302 354 18
302 365 19
302 366 17
302 374 12
302 375 24
302 376 15
302 383 21
302 384 20
302 385 19
302 393 7
302 397 22
302 399 18
303 304 20
303 308 15
303 319 16
303 324 19
303 325 21
303 328 22
303 329 20
303 332 19
303 333 27
303 336 20
303 341 20
303 343 15
303 346 15
303 351 20
303 352 28
303 353 26
303 358 15
303 365 24
303 369 24
303 377 16
303 382 18
303 383 21
303 385 20
303 386 17
303 387 7
303 399 19
304 305 22
304 309 19
304 319 18
304 322 16
304 323 19
304 324 25
304 325 24
304 327 15
304 328 20
304 329 26
304 333 20
304 336 26
304 341 25
304 342 14
304 345 18
304 351 17
304 352 21
304 353 23
304 358 16
304 359 21
304 365 23
304 371 15
304 382 13
304 383 20
304 384 23
304 385 25
304 395 18
304 397 23
305 309 22
305 312 16
305 317 18
305 319 21
305 322 23
305 324 19
305 325 23
305 327 17
305 328 21
305 329 20
305 330 16
305 333 17
305 336 24
305 337 18
305 341 19
305 342 19
305 345 20
305 352 16
305 353 17
305 358 19
305 359 23
305 371 20
305 384 20
305 385 19
305 389 18
305 390 17
305 395 23
305 397 18
305 398 14
306 307 26
306 314 25
306 339 21
306 350 24
306 370 29
306 380 17
307 314 26
307 315 13
307 331 17
307 335 23
307 339 18
307 349 23
307 350 21
307 370 26
307 380 20
307 396 20
308 312 18
308 317 23
308 318 20
308 319 22
308 321 20
308 325 16
308 328 20
308 330 21
308 333 17
308 338 19
308 342 21
308 343 28
308 344 20
308 346 17
308 348 19
308 352 15
308 358 24
308 362 19
308 369 13
308 379 18
308 382 25
308 386 27
308 390 21
308 395 20
309 310 17
309 312 14
309 319 14
309 322 23
309 323 16
309 324 17
309 325 17
309 327 24
309 329 18
309 336 19
309 337 22
309 341 17
309 342 15
309 345 25
309 359 25
309 360 16
309 371 25
309 374 17
309 376 18
309 384 20
309 385 17
309 389 18
309 392 17
309 395 16
309 397 17
309 398 21
310 312 20
310 314 22
310 322 22
310 327 15
310 330 18
310 335 22
310 337 24
310 342 18
310 345 14
310 347 16
310 349 25
310 350 21
310 360 22
310 362 17
310 371 21
310 378 16
310 379 19
310 389 27
310 390 18
310 392 28
310 396 22
310 398 21
311 315 21
311 318 23
311 321 25
311 338 25
311 340 25
311 344 24
311 348 26
311 355 23
311 364 8
311 373 18
311 394 25
312 314 19
312 317 24
312 318 16
312 319 22
312 322 20
312 328 16
312 330 26
312 331 21
312 335 23
312 337 17
312 342 26
312 343 17
312 349 21
312 358 22
312 362 25
312 371 16
312 379 28
312 382 17
312 386 17
312 389 22
312 390 26
312 392 21
312 395 22
313 334 17
313 363 18
313 367 14
314 331 18
314 335 25
314 339 17
314 349 26
314 350 20
314 360 17
314 362 18
314 370 25
314 379 20
314 380 21
314 389 23
314 392 23
314 396 19
315 318 26
315 321 24
315 331 25
315 338 20
315 340 19
315 348 23
315 355 26
315 380 22
315 394 19
316 320 13
316 326 10
316 361 18
316 388 18
316 393 8
317 318 17
317 319 25
317 321 16
317 322 18
317 325 19
317 328 19
317 330 26
317 333 14
317 335 18
317 336 17
317 342 27
317 343 22
317 358 26
317 362 22
317 379 23
317 382 21
317 386 22
317 389 18
317 390 26
317 392 17
317 395 24
318 319 14
318 321 27
318 330 17
318 331 22
318 335 14
318 338 23
318 340 22
318 342 15
318 343 21
318 344 21
318 348 26
318 355 28
318 358 16
318 362 20
318 379 17
318 380 19
318 382 18
318 386 19
318 390 16
318 394 22
319 322 19
319 325 23
319 328 23
319 329 15
319 330 22
319 333 18
319 336 21
319 342 25
319 343 21
319 352 17
319 353 15
319 358 27
319 359 15
319 362 18
319 371 15
319 379 21
319 382 22
319 386 22
319 389 16
319 390 23
319 395 27
320 326 10
320 332 14
320 351 15
320 354 11
320 361 15
320 375 19
320 383 14
320 388 15
320 393 14
320 399 14
321 330 16
321 331 20
321 338 25
321 340 24
321 343 21
321 344 23
321 346 17
321 348 27
321 355 27
321 362 18
321 373 17
321 386 20
321 394 24
322 325 17
322 327 18
322 328 15
322 329 14
322 330 19
322 336 18
322 337 24
322 342 20
322 345 19
322 349 21
322 358 17
322 359 19
322 360 16
322 371 25
322 379 19
322 384 14
322 389 24
322 390 19
322 392 23
322 395 21
322 397 12
322 398 19
323 324 21
323 327 19
323 329 20
323 341 20
323 345 20
323 351 13
323 354 19
323 359 19
323 365 16
323 366 23
323 374 19
323 375 21
323 376 22
323 383 16
323 384 23
323 385 20
323 397 24
324 325 20
324 327 16
324 328 16
324 329 28
324 332 18
324 333 18
324 336 22
324 341 28
324 345 18
324 351 20
324 352 20
324 353 22
324 359 20
324 365 24
324 366 15
324 371 13
324 375 16
324 383 23
324 384 24
324 385 28
324 397 26
324 399 18
325 328 25
325 329 21
325 333 23
325 336 26
325 341 20
325 342 19
325 343 16
325 345 16
325 352 22
325 353 21
325 358 21
325 359 19
325 365 19
325 371 15
325 382 18
325 384 19
325 385 20
325 386 17
325 390 17
325 395 23
325 397 18
326 332 11
326 334 13
326 351 9
326 372 21
326 383 6
326 387 24
326 399 11
327 329 15
327 336 15
327 337 20
327 341 15
327 345 26
327 359 23
327 360 18
327 366 20
327 371 22
327 374 21
327 376 22
327 378 20
327 384 21
327 385 15
327 389 15
327 392 15
327 396 16
327 397 19
327 398 22
328 329 17
328 330 16
328 333 24
328 336 22
328 341 17
328 342 19
328 343 20
328 346 15
328 352 23
328 353 21
328 358 22
328 359 15
328 365 19
328 369 19
328 382 22
328 384 15
328 385 17
328 386 21
328 390 17
328 395 22
329 332 18
329 333 19
329 336 23
329 341 28
329 345 17
329 351 20
329 352 21
329 353 23
329 359 20
329 365 25
329 371 14
329 375 15
329 383 23
329 384 23
329 385 28
329 395 15
329 397 25
329 399 18
330 335 21
330 337 16
330 342 26
330 343 20
330 349 18
330 358 23
330 362 25
330 379 26
330 382 19
330 386 20
330 389 20
330 390 28
330 392 19
330 395 22
331 335 21
331 348 19
331 349 18
331 355 22
331 362 25
331 379 22
331 380 25
332 333 17
332 341 19
332 351 26
332 352 18
332 353 19
332 365 20
332 369 17
332 372 8
332 375 15
332 377 11
332 383 24
332 385 19
332 387 14
332 399 29
333 336 22
333 341 19
333 342 14
333 343 17
333 346 16
333 352 27
333 353 25
333 358 17
333 365 23
333 369 23
333 377 15
333 382 20
333 383 19
333 384 15
333 385 19
333 386 19
333 395 17
333 397 15
333 399 17
334 357 14
334 372 19
334 377 7
334 387 15
335 342 20
335 349 26
335 350 16
335 360 16
335 362 22
335 379 24
335 380 22
335 389 23
335 390 21
335 392 23
335 396 17
336 341 22
336 342 17
336 345 18
336 352 21
336 353 22
336 358 19
336 359 21
336 365 20
336 371 16
336 382 15
336 383 17
336 384 21
336 385 22
336 386 14
336 389 13
336 395 21
336 397 20
337 342 17
337 345 19
337 349 21
337 350 20
337 359 18
337 360 21
337 371 26
337 374 14
337 376 13
337 378 18
337 379 16
337 384 13
337 389 24
337 390 16
337 392 24
337 395 17
337 396 21
337 398 24
338 340 28
338 343 20
338 344 27
338 346 20
338 348 26
338 355 23
338 357 13
338 373 21
338 377 16
338 382 18
338 386 19
338 394 28
339 347 25
339 350 25
339 360 22
339 370 21
339 378 21
339 396 24
339 400 25
340 344 28
340 346 21
340 348 25
340 355 22
340 357 14
340 373 22
340 394 29
341 345 17
341 351 21
341 352 21
341 353 23
341 359 19
341 365 25
341 369 16
341 375 15
341 383 24
341 384 23
341 385 29
341 397 25
341 399 19
342 343 20
342 358 25
342 359 14
342 362 22
342 371 16
342 379 25
342 382 20
342 386 20
342 389 20
342 390 27
342 392 19
342 395 25
343 344 21
343 346 18
343 348 20
343 352 15
343 358 23
343 362 18
343 369 13
343 379 17
343 382 25
343 386 27
343 390 20
343 394 20
343 395 19
344 346 22
344 348 24
344 355 21
344 357 15
344 373 23
344 377 18
344 386 20
344 394 28
345 353 12
345 359 26
345 366 19
345 371 22
345 374 19
345 376 20
345 384 23
345 385 17
345 389 15
345 392 14
345 395 14
345 397 20
345 398 21
346 352 15
346 353 13
346 357 18
346 358 14
346 365 11
346 369 18
346 373 23
346 377 23
346 382 19
346 386 19
346 394 21
347 350 22
347 360 23
347 368 21
347 370 18
347 374 17
347 378 24
347 396 22
347 398 20
347 400 28
348 355 26
348 373 18
348 394 25
349 350 19
349 360 19
349 362 19
349 371 19
349 379 21
349 380 19
349 389 26
349 390 18
349 392 26
349 396 20
349 398 17
350 360 26
350 368 14
350 370 24
350 378 21
350 389 19
350 392 20
350 396 28
350 398 21
350 400 21
351 352 19
351 353 20
351 365 22
351 369 18
351 375 16
351 383 26
351 385 21
351 387 11
351 397 18
351 399 26
352 353 27
352 358 16
352 359 14
352 365 25
352 369 24
352 377 15
352 382 18
352 383 21
352 384 16
352 385 21
352 386 17
352 395 16
352 397 17
352 399 18
353 358 14
353 359 15
353 365 27
353 369 22
353 377 13
353 382 16
353 383 23
353 384 18
353 385 23
353 386 15
353 395 15
353 397 19
353 399 19
354 366 23
354 368 16
354 374 18
354 375 19
354 376 21
354 378 12
354 393 14
355 362 20
355 380 19
355 394 22
356 381 16
357 369 11
357 373 21
357 377 20
357 394 14
358 362 19
358 379 21
358 382 24
358 386 24
358 389 16
358 390 24
358 395 25
359 366 17
359 371 21
359 374 17
359 376 18
359 384 24
359 385 19
359 389 14
359 392 13
359 395 17
359 397 21
359 398 19
360 368 16
360 371 19
360 374 17
360 376 15
360 378 23
360 389 20
360 392 21
360 396 27
360 398 24
360 400 22
361 375 7
361 388 29
361 393 17
362 379 26
362 380 22
362 382 17
362 386 18
362 389 18
362 390 24
362 392 18
362 395 18
363 367 25
363 381 19
365 369 20
365 375 15
365 377 11
365 382 14
365 383 25
365 384 19
365 385 25
365 397 21
365 399 20
366 368 18
366 374 23
366 375 17
366 376 26
366 378 17
366 384 18
366 397 18
366 398 14
367 381 23
368 374 20
368 376 18
368 378 21
368 396 14
368 398 16
368 400 20
369 373 14
369 377 20
369 382 17
369 383 17
369 385 16
369 386 15
369 399 17
370 380 17
370 396 23
370 400 18
371 374 16
371 376 15
371 379 15
371 384 16
371 389 22
371 390 15
371 392 21
371 395 17
371 396 19
371 397 13
371 398 22
372 387 22
372 399 8
373 377 21
373 394 22
374 376 26
374 378 22
374 384 17
374 398 19
375 376 15
375 383 17
